Date,Region,Department,Gross_Revenue,Logistics_Cost,Software_Licenses,Marketing_Spend,Office_Admin_Expenses,Total_OpEx,Net_Profit,Profit_Margin_Pct
2025-04-02,LATAM,Logistics,9877.850963370423,912.0972882792793,0.0,0.0,430.61302311448094,1342.71031139376,8535.140651976664,86.40685796563575
2025-04-03,Europe,IT Operations,16602.09688529901,0.0,317.20448498678763,0.0,215.11604837553762,532.3205333623252,16069.776351936687,96.79365481938798
2025-04-04,Europe,R&D,6963.104910775248,0.0,0.0,0.0,703.3983966308065,703.3983966308065,6259.706514144442,89.8982076868853
2025-04-05,Europe,Sales,19547.315676178172,0.0,0.0,2557.0968403886463,206.85079007244417,2763.9476304610907,16783.36804571708,85.86021898735976
2025-04-06,Europe,Logistics,11806.84312075459,1091.8641133964697,0.0,0.0,622.2198677774306,1714.0839811739004,10092.759139580688,85.48228375999332
2025-04-07,Europe,Admin,8540.75695019696,0.0,0.0,0.0,782.1542658356342,782.1542658356342,7758.602684361325,90.84209666196395
2025-04-08,LATAM,Admin,6102.45120995019,0.0,0.0,0.0,462.5967968889221,462.5967968889221,5639.854413061268,92.41949208648082
2025-04-09,Europe,IT Operations,7546.368576313111,0.0,729.1591214860354,0.0,340.9840429975717,1070.143164483607,6476.225411829504,85.81909757439331
2025-04-10,North America,R&D,12796.609228340265,0.0,0.0,0.0,622.922606026029,622.922606026029,12173.686622314235,95.13212762138222
2025-04-11,APAC,Logistics,10055.047646469295,1132.742267808247,0.0,0.0,690.2768852093511,1823.0191530175982,8232.028493451697,81.86961198878328
2025-04-12,Europe,R&D,17433.250488239144,0.0,0.0,0.0,527.8581896467084,527.8581896467084,16905.392298592436,96.97211836655009
2025-04-13,Europe,Logistics,11463.312854927088,1116.5316128983186,0.0,0.0,780.2211651536877,1896.7527780520063,9566.560076875081,83.45371183656776
2025-04-14,LATAM,IT Operations,8730.71408881445,0.0,918.9498381875046,0.0,231.00123299477667,1149.9510711822813,7580.763017632168,86.82867106305122
2025-04-15,Europe,IT Operations,14257.17479906045,0.0,950.4362619284057,0.0,502.8773589827169,1453.3136209111226,12803.861178149327,89.80644032640396
2025-04-16,Europe,Admin,15601.658253281686,0.0,0.0,0.0,631.07236839353,631.07236839353,14970.585884888156,95.95509427172082
2025-04-17,Europe,R&D,7505.628618514248,0.0,0.0,0.0,717.5842826895074,717.5842826895074,6788.04433582474,90.43938463835751
2025-04-18,LATAM,Admin,7514.288244324765,0.0,0.0,0.0,307.55336714467404,307.55336714467404,7206.734877180092,95.90708584572923
2025-04-19,Europe,R&D,5550.071404003144,0.0,0.0,0.0,680.0020890582089,680.0020890582089,4870.069314944935,87.74786773792246
2025-04-20,APAC,Admin,16046.030225984608,0.0,0.0,0.0,531.6242454311272,531.6242454311272,15514.405980553482,96.686879945108
2025-04-21,LATAM,Sales,14957.067914327075,0.0,0.0,3032.62680237686,437.93220919397794,3470.559011570838,11486.508902756237,76.79652836070592
2025-04-22,APAC,Sales,12119.463136247208,0.0,0.0,1935.5915737506496,279.0290171474561,2214.6205908981055,9904.842545349104,81.72674345388651
2025-04-23,LATAM,Sales,17662.556734537957,0.0,0.0,3321.9741344582876,719.1774553453474,4041.151589803635,13621.405144734323,77.12023434352837
2025-04-24,Europe,Sales,17085.052294250796,0.0,0.0,3318.764445628345,294.3639249078292,3613.1283705361743,13471.923923714621,78.85210821536666
2025-04-25,APAC,Logistics,13780.315465951282,1861.4165038348324,0.0,0.0,385.8727155254595,2247.289219360292,11533.026246590991,83.69203357562499
2025-04-26,LATAM,Sales,18024.069207698878,0.0,0.0,2563.888142962417,374.0273191774621,2937.9154621398793,15086.153745558999,83.70004337929991
2025-04-27,North America,IT Operations,8087.618150551523,0.0,923.2791883833971,0.0,722.8484205145126,1646.1276088979098,6441.490541653613,79.64632382173416
2025-04-28,Europe,IT Operations,6678.794290965918,0.0,420.99161646730965,0.0,603.6217965253388,1024.6134129926486,5654.180877973269,84.65870682110102
2025-04-29,LATAM,Logistics,9046.244172754845,1571.0489667002846,0.0,0.0,678.0088383148234,2249.057805015108,6797.186367739737,75.13821468816042
2025-04-30,North America,Sales,5856.302841339722,0.0,0.0,3928.0414698376408,350.2807392754994,4278.32220911314,1577.9806322265822,26.944997124936833
2025-05-01,LATAM,Sales,12967.54292001548,0.0,0.0,1376.6506442879602,574.9244597641994,1951.5751040521595,11015.96781596332,84.95030927532238
2025-05-02,North America,Sales,19049.085384424423,0.0,0.0,1050.842994668743,543.0475898862492,1593.890584554992,17455.19479986943,91.63271856685442
2025-05-03,Europe,Admin,5590.153110027644,0.0,0.0,0.0,699.6982260729626,699.6982260729626,4890.4548839546815,87.48337993072425
2025-05-04,APAC,R&D,6831.648710150402,0.0,0.0,0.0,743.6522362887563,743.6522362887563,6087.996473861645,89.11460076710553
2025-05-05,North America,Admin,11782.985424251528,0.0,0.0,0.0,207.29406288643207,207.29406288643207,11575.691361365096,98.24073394455888
2025-05-06,LATAM,R&D,19008.125262918573,0.0,0.0,0.0,604.4119514352756,604.4119514352756,18403.713311483298,96.82024427409276
2025-05-07,Europe,Sales,9742.341574651258,0.0,0.0,3310.4746352712878,231.10147947183742,3541.5761147431253,6200.7654599081325,63.64758833792068
2025-05-08,North America,Sales,12608.522130325888,0.0,0.0,3421.4666120946476,529.3151990464136,3950.781811141061,8657.740319184826,68.66578199804493
2025-05-09,LATAM,Admin,5623.592885755881,0.0,0.0,0.0,372.5796374262069,372.5796374262069,5251.013248329674,93.37470465954387
2025-05-10,LATAM,Admin,7225.148014431333,0.0,0.0,0.0,384.0659597132847,384.0659597132847,6841.082054718048,94.6843170694059
2025-05-11,LATAM,R&D,19799.451844382704,0.0,0.0,0.0,411.7751020714139,411.7751020714139,19387.67674231129,97.92027019077179
2025-05-12,North America,IT Operations,19476.78044654068,0.0,569.4560295345132,0.0,572.7754694297661,1142.2314989642791,18334.5489475764,94.13541934151056
2025-05-13,North America,R&D,5074.099714016144,0.0,0.0,0.0,400.42997940126156,400.42997940126156,4673.669734614883,92.10835415206452
2025-05-14,North America,Admin,19277.176781348586,0.0,0.0,0.0,639.6194303541682,639.6194303541682,18637.55735099442,96.6819859691642
2025-05-15,APAC,Admin,14586.799067232505,0.0,0.0,0.0,442.7164313443218,442.7164313443218,14144.082635888182,96.96495146533668
2025-05-16,North America,Logistics,18018.774417800334,1411.8578211360555,0.0,0.0,241.01192018597516,1652.8697413220307,16365.904676478303,90.82695802168877
2025-05-17,North America,Admin,11821.097834507887,0.0,0.0,0.0,670.2559054904643,670.2559054904643,11150.841929017422,94.33000289081554
2025-05-18,North America,Logistics,12733.940428688755,964.059076794173,0.0,0.0,371.4549947556236,1335.5140715497967,11398.426357138958,89.51216963021935
2025-05-19,APAC,IT Operations,12332.698703853803,0.0,622.8439728753121,0.0,459.66012775955755,1082.5041006348697,11250.194603218933,91.22248806502829
2025-05-20,North America,R&D,15002.963863191566,0.0,0.0,0.0,611.2663299331409,611.2663299331409,14391.697533258424,95.92569617905413
2025-05-21,LATAM,R&D,7094.768821344694,0.0,0.0,0.0,399.4736942892272,399.4736942892272,6695.295127055467,94.36946143914646
2025-05-22,North America,Logistics,5449.603848090169,1735.685576331942,0.0,0.0,233.95139368802938,1969.6369700199714,3479.9668780701977,63.85724494982811
2025-05-23,LATAM,R&D,9618.949123867864,0.0,0.0,0.0,424.35262820768816,424.35262820768816,9194.596495660177,95.58836809777146
2025-05-24,LATAM,Admin,15570.2114410497,0.0,0.0,0.0,766.6691496165821,766.6691496165821,14803.542291433117,95.07605177669382
2025-05-25,LATAM,Sales,8027.801781844226,0.0,0.0,1360.6216873617286,585.0406383791349,1945.6623257408635,6082.139456103362,75.76344834346561
2025-05-26,APAC,Logistics,15101.48649987376,1932.5907672274834,0.0,0.0,602.8874892003241,2535.4782564278075,12566.008243445951,83.21040609843936
2025-05-27,APAC,R&D,19548.680691609057,0.0,0.0,0.0,579.3692921825839,579.3692921825839,18969.311399426475,97.03627420529067
2025-05-28,APAC,Logistics,6408.5107368412755,1731.7974238253398,0.0,0.0,319.3952833756621,2051.192707201002,4357.318029640273,67.99267737184091
2025-05-29,North America,Logistics,15089.031773376893,502.34765778720936,0.0,0.0,451.00031846136807,953.3479762485774,14135.683797128317,93.68184791067465
2025-05-30,LATAM,Sales,11656.253289568567,0.0,0.0,1796.7484988758183,650.563879017991,2447.3123778938093,9208.940911674757,79.00429651709815
2025-05-31,APAC,Admin,18022.13381566258,0.0,0.0,0.0,260.8237385318955,260.8237385318955,17761.31007713068,98.55275883977056
2025-06-01,APAC,Logistics,7657.246841710788,1454.6020552751106,0.0,0.0,366.71166565382737,1821.313720928938,5835.93312078185,76.21450948913096
2025-06-02,North America,R&D,15389.389283392467,0.0,0.0,0.0,365.79146507951214,365.79146507951214,15023.597818312955,97.6230930393433
2025-06-03,APAC,IT Operations,17571.72934472165,0.0,1023.9934869115544,0.0,459.2113565567036,1483.204843468258,16088.524501253392,91.5591413094819
2025-06-04,North America,Logistics,19169.213292110348,576.7030721631511,0.0,0.0,788.221244565311,1364.9243167284621,17804.288975381885,92.87960180770571
2025-06-05,Europe,Logistics,15248.720424344687,886.4108305005827,0.0,0.0,240.50152801029316,1126.912358510876,14121.808065833811,92.60979067652292
2025-06-06,APAC,Sales,12457.62146012641,0.0,0.0,1052.6570900998868,511.22059662835704,1563.8776867282438,10893.743773398166,87.44641830919484
2025-06-07,Europe,Admin,14267.708603018207,0.0,0.0,0.0,307.61880920732625,307.61880920732625,13960.089793810881,97.84395085597521
2025-06-08,North America,IT Operations,18033.574767180773,0.0,550.8838851730977,0.0,782.4059272458464,1333.2898124189442,16700.284954761828,92.60662497795282
2025-06-09,LATAM,R&D,13559.146199582445,0.0,0.0,0.0,267.98210283647853,267.98210283647853,13291.164096745966,98.0236063621415
2025-06-10,APAC,IT Operations,5455.805895452553,0.0,489.63446748048284,0.0,442.1606014169547,931.7950688974375,4524.010826555115,82.92103702453757
2025-06-11,North America,R&D,18964.230432604665,0.0,0.0,0.0,642.7309909007637,642.7309909007637,18321.4994417039,96.61082481999516
2025-06-12,LATAM,Admin,15342.901265473418,0.0,0.0,0.0,622.7326568164672,622.7326568164672,14720.16860865695,95.9412327170623
2025-06-13,LATAM,R&D,15147.700786658697,0.0,0.0,0.0,453.63718213635934,453.63718213635934,14694.063604522338,97.00524067298781
2025-06-14,Europe,Sales,8235.127285965758,0.0,0.0,1879.925832341694,407.91450077163097,2287.840333113325,5947.286952852433,72.21851886840601
2025-06-15,North America,Sales,14883.282053489858,0.0,0.0,3319.4256217560146,438.56742713172235,3757.993048887737,11125.28900460212,74.75023966231589
2025-06-16,LATAM,Sales,10907.966084812377,0.0,0.0,2553.881583137737,358.56575789518354,2912.4473410329206,7995.518743779456,73.29981301382992
2025-06-17,APAC,Sales,14768.49465562238,0.0,0.0,2044.2867795048642,323.1997632240799,2367.486542728944,12401.008112893436,83.96934421594797
2025-06-18,APAC,IT Operations,6598.895454619861,0.0,1161.7032171342867,0.0,489.823818535334,1651.5270356696205,4947.36841895024,74.97267463885349
2025-06-19,Europe,Admin,14867.67956904554,0.0,0.0,0.0,361.1202536405644,361.1202536405644,14506.559315404977,97.57110548446029
2025-06-20,LATAM,R&D,19991.205886559997,0.0,0.0,0.0,372.4769989383501,372.4769989383501,19618.728887621648,98.13679574382871
2025-06-21,North America,R&D,5723.1805829083405,0.0,0.0,0.0,594.0536380847343,594.0536380847343,5129.126944823606,89.62021852221802
2025-06-22,APAC,Sales,19657.61276331976,0.0,0.0,2115.2178847189907,781.1223990199353,2896.340283738926,16761.272479580835,85.26606298225913
2025-06-23,LATAM,Sales,11103.619410843059,0.0,0.0,1004.0608771464044,562.182320335625,1566.2431974820295,9537.376213361029,85.89430041205716
2025-06-24,LATAM,Logistics,18061.301755058885,589.2870505216575,0.0,0.0,246.18768023897977,835.4747307606373,17225.827024298247,95.37422749427999
2025-06-25,Europe,Admin,16735.782260874104,0.0,0.0,0.0,245.3501683124402,245.3501683124402,16490.432092561663,98.53397848700484
2025-06-26,APAC,IT Operations,13505.243914800018,0.0,307.976956602122,0.0,770.8539325073396,1078.8308891094616,12426.413025690556,92.01176301653314
2025-06-27,APAC,R&D,16076.738138769897,0.0,0.0,0.0,378.3744741844002,378.3744741844002,15698.363664585497,97.64644748879793
2025-06-28,North America,Logistics,18177.73341952022,1405.6931794240816,0.0,0.0,255.24019164948527,1660.9333710735668,16516.800048446654,90.86281368121524
2025-06-29,APAC,Logistics,11062.104824765494,1529.8848702389103,0.0,0.0,559.4267522902289,2089.311622529139,8972.793202236355,81.11289256768157
2025-06-30,North America,R&D,9905.497423448582,0.0,0.0,0.0,574.1892669741596,574.1892669741596,9331.308156474423,94.20332727950722
2025-07-01,APAC,IT Operations,15013.900783453772,0.0,1198.0387701137804,0.0,589.1028920712129,1787.1416621849933,13226.759121268778,88.09675321582961
2025-07-02,Europe,Logistics,17117.68912911888,671.7314570988576,0.0,0.0,360.4412167145248,1032.1726738133825,16085.516455305498,93.97014009293139
2025-07-03,APAC,Logistics,16434.277021649235,1075.7583245674691,0.0,0.0,209.06641052868503,1284.8247350961542,15149.452286553082,92.18204285224336
2025-07-04,North America,Admin,16967.204732879516,0.0,0.0,0.0,779.0092216726831,779.0092216726831,16188.195511206834,95.40873565247257
2025-07-05,North America,IT Operations,11533.749722193996,0.0,909.1391689716561,0.0,350.5358274146615,1259.6749963863176,10274.074725807677,89.07835676404206
2025-07-06,Europe,Logistics,17267.513242625326,1184.354763433313,0.0,0.0,605.6157728315285,1789.9705362648415,15477.542706360484,89.63388351806067
2025-07-07,APAC,IT Operations,6803.135830559127,0.0,1045.6223695042054,0.0,623.9779219272257,1669.600291431431,5133.535539127695,75.45837194765795
2025-07-08,APAC,R&D,13167.336469412743,0.0,0.0,0.0,566.0044502476915,566.0044502476915,12601.332019165051,95.70145069534374
2025-07-09,Europe,Sales,5086.379907471824,0.0,0.0,1899.4015826957077,387.74443652818894,2287.1460192238965,2799.233888247927,55.03391290406543
2025-07-10,APAC,Logistics,9868.787448504056,1053.579532641375,0.0,0.0,362.6577522584395,1416.2372848998143,8452.55016360424,85.64932832640454
2025-07-11,APAC,Admin,10496.923023070969,0.0,0.0,0.0,558.6009696216219,558.6009696216219,9938.322053449347,94.67843130416517
2025-07-12,North America,R&D,10942.590374138832,0.0,0.0,0.0,719.6573801670149,719.6573801670149,10222.932993971817,93.42333619772685
2025-07-13,APAC,IT Operations,15432.008100347932,0.0,565.1574567115738,0.0,768.0402373540373,1333.1976940656111,14098.81040628232,91.36082818647851
2025-07-14,APAC,R&D,10828.371519055185,0.0,0.0,0.0,263.54348264225456,263.54348264225456,10564.82803641293,97.5661762049955
2025-07-15,Europe,Logistics,11730.40433933796,681.5375007277896,0.0,0.0,292.8971675586319,974.4346682864216,10755.969671051538,91.69308542060523
